Account ID,Client id,Branch Name,Product Id,Loan Amount,Funded Amount,Funded Amount Inv,Disbursement Date,Loan Status,Repayment Type,Center Id,BranchID
ACC001572,19,BEHROR,JLG30K,4084,30292,23648,2019-12-22 00:00:00,Fully Paid,Monthly EMI,30179,BEHROR-30179
ACC001573,741,BEHROR,JLG30K,12776,5015,23359,2016-07-09 00:00:00,Active,Monthly EMI,30179,BEHROR-30179
ACC001574,401,DURGAPUR,JLG30K,33782,20168,32776,2019-02-10 00:00:00,Fully Paid,Quarterly EMI,700013,DURGAPUR-700013
ACC001575,633,SANGRUR,JLG44K,3664,39489,39553,2022-05-27 00:00:00,Fully Paid,Quarterly EMI,110159,SANGRUR-110159
ACC001576,16,KURUKSHETRA,JLG30K,29858,46199,19223,2021-01-02 00:00:00,Active,Quarterly EMI,70364,KURUKSHETRA-70364
ACC001577,123,PALWAL,JLG35K,8314,48224,40079,2015-06-23 00:00:00,Active,Monthly EMI,20242,PALWAL-20242
ACC001578,945,SIRSA,JLG30K,21752,2869,28920,2015-10-02 00:00:00,Fully Paid,Quarterly EMI,730084,SIRSA-730084
ACC001579,499,TEZPUR,JLG35K,21013,41234,40268,2021-01-18 00:00:00,Active,Quarterly EMI,680026,TEZPUR-680026
ACC001580,676,Mangaldoi,JLG35K,27598,14053,4392,2021-12-14 00:00:00,Active,Monthly EMI,570241,Mangaldoi-570241
ACC001581,595,SANGRUR,JLG30K,33328,37473,40033,2021-03-31 00:00:00,Default,Monthly EMI,110159,SANGRUR-110159
ACC001582,227,BUXAR,JLG35K,14363,12260,24429,2023-01-22 00:00:00,Paid Off,Quarterly EMI,710002,BUXAR-710002
ACC001583,281,BEHROR,JLG30K,10224,19277,13249,2019-08-15 00:00:00,Fully Paid,Quarterly EMI,30179,BEHROR-30179
ACC001584,399,PAOTA,JLG50K,46667,12719,23614,2018-12-25 00:00:00,Fully Paid,Quarterly EMI,90149,PAOTA-90149
ACC001585,695,Mangaldoi,JLG30K,7709,32163,25553,2021-06-02 00:00:00,Paid Off,Quarterly EMI,570241,Mangaldoi-570241
ACC001586,964,DHURI,JLG35K,20859,23622,31635,2021-04-16 00:00:00,Fully Paid,Quarterly EMI,1030063,DHURI-1030063
ACC001587,612,SAMRALA,JLG35K,11986,42686,37162,2015-09-15 00:00:00,Paid Off,Quarterly EMI,130067,SAMRALA-130067
ACC001588,620,Mathura,JLG35K,28375,44141,31140,2015-11-08 00:00:00,Paid Off,Monthly EMI,910182,Mathura-910182
ACC001589,998,MAWANA,JLG30K,38427,45358,32887,2018-04-25 00:00:00,Fully Paid,Monthly EMI,800018,MAWANA-800018
ACC001590,470,SEHORE,JLG30K,12040,41968,29841,2021-10-24 00:00:00,Paid Off,Quarterly EMI,1440051,SEHORE-1440051
ACC001591,398,DURGAPUR,JLG30K,18117,9012,18861,2018-07-01 00:00:00,Active,Quarterly EMI,700013,DURGAPUR-700013
ACC001592,287,FATEHABAD,JLG44K,41657,42920,12781,2018-11-24 00:00:00,Active,Quarterly EMI,670106,FATEHABAD-670106
ACC001593,731,DIBRUGARH,JLG40K,44641,27277,39837,2017-05-21 00:00:00,Active,Quarterly EMI,1050013,DIBRUGARH-1050013
ACC001594,854,SHAHDOL,JLG30K,38924,41508,1789,2018-08-18 00:00:00,Paid Off,Monthly EMI,1550006,SHAHDOL-1550006
ACC001595,799,Mathura,JLG30K,20666,23306,11544,2020-01-12 00:00:00,Fully Paid,Monthly EMI,910182,Mathura-910182
ACC001596,788,Mathura,JLG30K,18827,16201,35664,2015-06-17 00:00:00,Fully Paid,Monthly EMI,910182,Mathura-910182
ACC001597,58,BUXAR,JLG30K,25720,47590,43116,2018-06-07 00:00:00,Paid Off,Monthly EMI,710002,BUXAR-710002
ACC001598,639,UJJAIN,JLG46K,40324,42154,27373,2019-10-09 00:00:00,Paid Off,Monthly EMI,1510002,UJJAIN-1510002
ACC001599,732,BILASPUR,JLG35K,48158,21358,18760,2015-04-10 00:00:00,Active,Quarterly EMI,240005,BILASPUR-240005
ACC001600,459,SANGRUR,JLG30K,16704,28331,19840,2020-11-01 00:00:00,Fully Paid,Monthly EMI,110159,SANGRUR-110159
ACC001601,140,SANGRUR,JLG35K,47388,29988,35797,2017-01-07 00:00:00,Fully Paid,Quarterly EMI,110159,SANGRUR-110159
ACC001602,252,SANGRUR,JLG44K,14292,8108,37470,2020-02-12 00:00:00,Active,Quarterly EMI,110159,SANGRUR-110159
ACC001603,107,DHURI,JLG30K,37071,13621,38792,2023-09-30 00:00:00,Fully Paid,Quarterly EMI,1030063,DHURI-1030063
ACC001604,817,Mathura,JLG30K,30833,32118,40316,2019-11-16 00:00:00,Fully Paid,Quarterly EMI,910182,Mathura-910182
ACC001605,981,DHURI,JLG35K,43157,9700,40416,2021-12-06 00:00:00,Active,Monthly EMI,1030063,DHURI-1030063
ACC001606,659,BEHROR,JLG30K,14115,10320,23995,2017-09-12 00:00:00,Fully Paid,Quarterly EMI,30179,BEHROR-30179
ACC001607,240,MUKTSAR,JLG30K,43815,11703,16296,2016-10-05 00:00:00,Fully Paid,Monthly EMI,1110166,MUKTSAR-1110166
ACC001608,221,SANGRUR,JLG29K,49565,6129,28520,2016-09-06 00:00:00,Paid Off,Quarterly EMI,110159,SANGRUR-110159
ACC001609,10,CHHAPRA,JLG35K,33263,31369,13230,2018-01-06 00:00:00,Active,Monthly EMI,380112,CHHAPRA-380112
ACC001610,761,MAWANA,JLG30K,20048,32851,42165,2019-05-16 00:00:00,Active,Quarterly EMI,800018,MAWANA-800018
ACC001611,516,JALANDHAR,JLG30K,33593,41066,28809,2019-11-01 00:00:00,Paid Off,Quarterly EMI,160051,JALANDHAR-160051
ACC001612,73,HAPUR,JLG35K,14759,7704,14490,2017-10-04 00:00:00,Paid Off,Monthly EMI,210563,HAPUR-210563
ACC001613,193,DHURI,JLG35K,45304,49180,19198,2017-01-31 00:00:00,Paid Off,Quarterly EMI,1030063,DHURI-1030063
ACC001614,848,SIRSA,JLG41K,23888,38831,4982,2016-08-26 00:00:00,Default,Quarterly EMI,730084,SIRSA-730084
ACC001615,1001,NIMAPADA,JLG30K,10549,32567,19498,2023-08-31 00:00:00,Default,Monthly EMI,440052,NIMAPADA-440052
ACC001616,704,MAWANA,JLG30K,44933,4467,17013,2015-04-02 00:00:00,Default,Quarterly EMI,800018,MAWANA-800018
ACC001617,958,SANGRUR,JLG41K,5220,7264,7435,2019-07-13 00:00:00,Active,Monthly EMI,110159,SANGRUR-110159
ACC001618,340,BUXAR,JLG30K,29093,45929,5123,2023-05-06 00:00:00,Active,Quarterly EMI,710002,BUXAR-710002
ACC001619,3,DHURI,JLG30K,5643,49457,7434,2018-10-27 00:00:00,Active,Monthly EMI,1030063,DHURI-1030063
ACC001620,755,DURGAPUR,JLG30K,48628,3791,16238,2017-04-23 00:00:00,Fully Paid,Monthly EMI,700013,DURGAPUR-700013
ACC001621,29,JALANDHAR,JLG35K,21988,40745,19571,2022-02-02 00:00:00,Paid Off,Monthly EMI,160051,JALANDHAR-160051
ACC001622,125,DHURI,JLG29K,40730,8743,23373,2017-01-03 00:00:00,Active,Quarterly EMI,1030063,DHURI-1030063
ACC001623,983,MUKTSAR,JLG30K,42213,25689,38097,2018-03-29 00:00:00,Paid Off,Monthly EMI,1110166,MUKTSAR-1110166
ACC001624,883,TEZPUR,JLG30K,40627,10647,18874,2015-11-29 00:00:00,Default,Monthly EMI,680026,TEZPUR-680026
ACC001625,767,BULANDSHAHR,JLG30K,22217,19366,3224,2021-05-16 00:00:00,Paid Off,Quarterly EMI,10068,BULANDSHAHR-10068
ACC001626,519,MUKTSAR,JLG30K,38342,49332,36150,2019-12-23 00:00:00,Fully Paid,Monthly EMI,1110166,MUKTSAR-1110166
ACC001627,118,MAWANA,JLG30K,5528,38971,38671,2023-11-10 00:00:00,Active,Monthly EMI,800018,MAWANA-800018
ACC001628,597,MUKTSAR,JLG30K,12537,5080,39470,2018-01-20 00:00:00,Default,Monthly EMI,1110166,MUKTSAR-1110166
ACC001629,987,Mathura,JLG30K,13226,12887,15991,2019-03-30 00:00:00,Paid Off,Monthly EMI,910182,Mathura-910182
ACC001630,493,MUKTSAR,JLG30K,4851,38529,16691,2015-10-21 00:00:00,Paid Off,Quarterly EMI,1110166,MUKTSAR-1110166
ACC001631,39,ASANSOL,JLG50K,5657,33635,23845,2017-11-07 00:00:00,Paid Off,Monthly EMI,690076,ASANSOL-690076
ACC001632,551,BEHROR,JLG30K,11280,2995,26544,2020-10-09 00:00:00,Fully Paid,Quarterly EMI,30179,BEHROR-30179
ACC001633,456,MUKTSAR,JLG46K,32080,31980,25368,2023-03-07 00:00:00,Default,Quarterly EMI,1110166,MUKTSAR-1110166
ACC001634,85,DURGAPUR,JLG35K,39711,19326,21654,2019-05-05 00:00:00,Paid Off,Monthly EMI,700013,DURGAPUR-700013
ACC001635,130,AGRA,JLG30K,48026,32758,24134,2021-12-10 00:00:00,Paid Off,Monthly EMI,140056,AGRA-140056
ACC001636,962,BEHROR,JLG30K,15816,9378,32469,2023-10-20 00:00:00,Paid Off,Monthly EMI,30179,BEHROR-30179
ACC001637,252,MUKTSAR,JLG35K,48862,24716,19876,2016-12-21 00:00:00,Fully Paid,Monthly EMI,1110166,MUKTSAR-1110166
ACC001638,2,MUKTSAR,JLG30K,37576,4754,19863,2023-02-27 00:00:00,Paid Off,Quarterly EMI,1110166,MUKTSAR-1110166
ACC001639,847,BUXAR,JLG30K,21855,37129,10668,2015-03-01 00:00:00,Paid Off,Monthly EMI,710002,BUXAR-710002
ACC001640,680,DURGAPUR,JLG30K,39348,3590,10480,2021-05-20 00:00:00,Paid Off,Quarterly EMI,700013,DURGAPUR-700013
ACC001641,298,MUKTSAR,JLG35K,40547,16150,24677,2021-07-27 00:00:00,Paid Off,Monthly EMI,1110166,MUKTSAR-1110166
ACC001642,242,SIWAN,JLG30K,42994,16126,13929,2022-03-20 00:00:00,Paid Off,Quarterly EMI,790102,SIWAN-790102
ACC001643,564,KURUKSHETRA,JLG30K,8378,20742,17361,2023-07-26 00:00:00,Fully Paid,Quarterly EMI,70364,KURUKSHETRA-70364
ACC001644,463,DHURI,JLG30K,21601,16646,19740,2016-06-10 00:00:00,Fully Paid,Monthly EMI,1030063,DHURI-1030063
ACC001645,800,MUKTSAR,JLG35K,16074,21904,13575,2021-06-16 00:00:00,Fully Paid,Quarterly EMI,1110166,MUKTSAR-1110166
ACC001646,950,Mathura,JLG35K,5993,41996,24391,2016-11-27 00:00:00,Paid Off,Monthly EMI,910182,Mathura-910182
ACC001647,53,MUKTSAR,JLG30K,29889,45408,21776,2016-05-17 00:00:00,Active,Quarterly EMI,1110166,MUKTSAR-1110166
ACC001648,877,DHARMANAGAR,JLG30K,27858,34739,20894,2016-03-27 00:00:00,Active,Quarterly EMI,1230018,DHARMANAGAR-1230018
ACC001649,262,FATEHGARH SAHIB,JLG30K,3343,24150,32936,2018-07-04 00:00:00,Paid Off,Monthly EMI,120676,FATEHGARH SAHIB-120676
ACC001650,784,DHURI,JLG45K,43190,37289,16727,2016-04-10 00:00:00,Fully Paid,Quarterly EMI,1030063,DHURI-1030063
ACC001651,138,BEHROR,JLG30K,7920,27201,28900,2019-09-07 00:00:00,Fully Paid,Monthly EMI,30179,BEHROR-30179
ACC001652,220,BEHROR,JLG30K,19949,2986,34640,2021-08-06 00:00:00,Fully Paid,Quarterly EMI,30179,BEHROR-30179
ACC001653,422,CHHATA,JLG30K,35036,46446,18895,2022-01-05 00:00:00,Fully Paid,Quarterly EMI,910020,CHHATA-910020
ACC001654,570,ASANSOL,JLG30K,15192,14918,8463,2020-08-25 00:00:00,Fully Paid,Monthly EMI,690076,ASANSOL-690076
ACC001655,248,Mathura,JLG35K,44652,43034,38653,2020-07-16 00:00:00,Active,Monthly EMI,910182,Mathura-910182
ACC001656,848,DHURI,JLG35K,40650,36121,5899,2018-12-17 00:00:00,Active,Quarterly EMI,1030063,DHURI-1030063
ACC001657,666,MUKTSAR,JLG30K,24268,28746,10373,2023-05-20 00:00:00,Fully Paid,Quarterly EMI,1110166,MUKTSAR-1110166
ACC001658,331,FATEHABAD,JLG44K,9036,15431,13004,2023-09-30 00:00:00,Active,Quarterly EMI,670106,FATEHABAD-670106
ACC001659,16,MUKTSAR,JLG30K,3835,37806,32115,2015-09-15 00:00:00,Paid Off,Quarterly EMI,1110166,MUKTSAR-1110166
ACC001660,792,MADHUBANI,JLG30K,31405,7778,25955,2021-11-15 00:00:00,Default,Monthly EMI,1140044,MADHUBANI-1140044
ACC001661,467,DURGAPUR,JLG44K,14286,47322,26484,2023-12-10 00:00:00,Paid Off,Quarterly EMI,700013,DURGAPUR-700013
ACC001662,235,SANGRUR,JLG35K,36501,45171,9212,2016-04-29 00:00:00,Fully Paid,Quarterly EMI,110159,SANGRUR-110159
ACC001663,169,BILASPUR,JLG35K,10298,19662,30970,2017-05-22 00:00:00,Active,Quarterly EMI,240005,BILASPUR-240005
ACC001664,438,ASANSOL,JLG46K,19860,43265,27428,2016-06-12 00:00:00,Fully Paid,Monthly EMI,690076,ASANSOL-690076
ACC001665,905,Mathura,JLG35K,18672,32085,10757,2016-06-16 00:00:00,Fully Paid,Quarterly EMI,910182,Mathura-910182
ACC001666,183,ASANSOL,JLG46K,44946,42580,7499,2020-01-22 00:00:00,Active,Quarterly EMI,690076,ASANSOL-690076
ACC001667,938,SANGRUR,JLG30K,33414,21028,13131,2023-06-11 00:00:00,Paid Off,Monthly EMI,110159,SANGRUR-110159
ACC001668,1001,DHURI,JLG30K,49984,24226,27662,2020-08-11 00:00:00,Active,Monthly EMI,1030063,DHURI-1030063
ACC001669,663,BEHROR,JLG30K,32205,31933,43609,2022-04-23 00:00:00,Fully Paid,Quarterly EMI,30179,BEHROR-30179
ACC001670,92,DURGAPUR,JLG44K,28576,32667,30095,2022-06-04 00:00:00,Paid Off,Quarterly EMI,700013,DURGAPUR-700013
ACC001671,812,BISWANATH CHARIALI,JLG30K,29002,21220,35599,2023-12-25 00:00:00,Paid Off,Quarterly EMI,740048,BISWANATH CHARIALI-740048
ACC001672,321,TEZPUR,JLG30K,32686,8403,4536,2015-11-19 00:00:00,Active,Monthly EMI,680026,TEZPUR-680026
ACC001673,336,DHURI,JLG30K,26460,8545,43136,2021-04-19 00:00:00,Active,Quarterly EMI,1030063,DHURI-1030063
ACC001674,77,MUKTSAR,JLG35K,21395,24528,40694,2021-01-15 00:00:00,Default,Monthly EMI,1110166,MUKTSAR-1110166
ACC001675,90,Mathura,JLG30K,14215,19500,35463,2015-06-10 00:00:00,Paid Off,Monthly EMI,910182,Mathura-910182
ACC001676,723,KURUKSHETRA,JLG41K,29439,36719,13676,2017-06-26 00:00:00,Active,Quarterly EMI,70364,KURUKSHETRA-70364
ACC001677,730,FATEHGARH SAHIB,JLG30K,13224,33249,29016,2017-10-13 00:00:00,Paid Off,Monthly EMI,120676,FATEHGARH SAHIB-120676
ACC001678,158,ASANSOL,JLG30K,36261,43852,2377,2018-09-23 00:00:00,Paid Off,Monthly EMI,690076,ASANSOL-690076
ACC001679,992,FATEHGARH SAHIB,JLG35K,29606,15352,26320,2022-09-10 00:00:00,Paid Off,Monthly EMI,120676,FATEHGARH SAHIB-120676
ACC001680,657,SHAHDOL,JLG35K,9027,18556,38133,2017-09-23 00:00:00,Active,Quarterly EMI,1550006,SHAHDOL-1550006
ACC001681,110,Mangaldoi,JLG35K,17003,30262,43999,2022-12-28 00:00:00,Paid Off,Quarterly EMI,570241,Mangaldoi-570241
ACC001682,941,Mathura,JLG30K,27096,14871,20760,2023-10-25 00:00:00,Active,Monthly EMI,910182,Mathura-910182
ACC001683,318,FATEHGARH SAHIB,JLG46K,41398,20075,26776,2019-08-14 00:00:00,Fully Paid,Quarterly EMI,120676,FATEHGARH SAHIB-120676
ACC001684,250,BEHROR,JLG35K,11846,13769,3820,2017-07-29 00:00:00,Fully Paid,Monthly EMI,30179,BEHROR-30179
ACC001685,598,BEHROR,JLG30K,29526,41473,43454,2017-11-15 00:00:00,Active,Monthly EMI,30179,BEHROR-30179
ACC001686,259,BEHROR,JLG35K,11417,49720,11262,2022-02-13 00:00:00,Active,Quarterly EMI,30179,BEHROR-30179
ACC001687,38,CHHATA,JLG45K,47037,21528,36716,2021-07-25 00:00:00,Fully Paid,Quarterly EMI,910020,CHHATA-910020
ACC001688,620,SAMRALA,JLG46K,14712,30455,33229,2018-07-01 00:00:00,Fully Paid,Monthly EMI,130067,SAMRALA-130067
ACC001689,386,DURGAPUR,JLG35K,34805,48019,20776,2019-10-28 00:00:00,Paid Off,Monthly EMI,700013,DURGAPUR-700013
ACC001690,944,PANIPAT,JLG35K,18424,26717,25232,2016-05-30 00:00:00,Paid Off,Quarterly EMI,60004,PANIPAT-60004
ACC001691,323,SANGRUR,JLG30K,29622,28120,31716,2019-08-25 00:00:00,Default,Monthly EMI,110159,SANGRUR-110159
ACC001692,873,FATEHGARH SAHIB,JLG35K,35528,30054,11159,2022-06-06 00:00:00,Active,Quarterly EMI,120676,FATEHGARH SAHIB-120676
ACC001693,76,DHURI,JLG30K,2183,23000,5060,2015-01-19 00:00:00,Default,Quarterly EMI,1030063,DHURI-1030063
ACC001694,26,JALANDHAR,JLG35K,7809,9966,15909,2017-05-03 00:00:00,Active,Quarterly EMI,160051,JALANDHAR-160051
ACC001695,510,MOTIHARI,JLG35K,33270,2472,44840,2016-04-25 00:00:00,Fully Paid,Monthly EMI,520376,MOTIHARI-520376
ACC001696,659,Mathura,JLG40K,6985,30428,41757,2021-12-17 00:00:00,Paid Off,Quarterly EMI,910182,Mathura-910182
ACC001697,924,CUTTACK,JLG35K,22817,2916,40519,2023-02-23 00:00:00,Paid Off,Monthly EMI,630081,CUTTACK-630081
ACC001698,541,Mathura,JLG30K,2811,28427,14463,2022-04-07 00:00:00,Paid Off,Monthly EMI,910182,Mathura-910182
ACC001699,861,JALANDHAR,JLG35K,39697,4887,38390,2022-12-01 00:00:00,Fully Paid,Quarterly EMI,160051,JALANDHAR-160051
ACC001700,295,KAROND,JLG35K,17686,11648,34106,2021-04-24 00:00:00,Fully Paid,Quarterly EMI,1320004,KAROND-1320004
ACC001701,829,Mathura,JLG30K,23458,48106,27472,2017-10-13 00:00:00,Fully Paid,Quarterly EMI,910182,Mathura-910182
ACC001702,957,HAPUR,JLG30K,28004,10807,44067,2017-05-29 00:00:00,Default,Quarterly EMI,210563,HAPUR-210563
ACC001703,587,MAHASAMUND,JLG30K,7983,49068,4085,2017-11-26 00:00:00,Paid Off,Quarterly EMI,250029,MAHASAMUND-250029
ACC001704,709,MUKTSAR,JLG30K,33475,36566,33953,2021-03-18 00:00:00,Fully Paid,Quarterly EMI,1110166,MUKTSAR-1110166
ACC001705,964,SANGRUR,JLG30K,23144,36184,3401,2021-11-06 00:00:00,Active,Monthly EMI,110159,SANGRUR-110159
ACC001706,438,JORHAT,JLG30K,24044,30498,18974,2015-02-20 00:00:00,Active,Quarterly EMI,850152,JORHAT-850152
ACC001707,854,TEZPUR,JLG30K,33006,13772,14089,2021-12-08 00:00:00,Fully Paid,Monthly EMI,680026,TEZPUR-680026
ACC001708,878,SANGRUR,JLG30K,38143,14416,15506,2018-09-21 00:00:00,Fully Paid,Quarterly EMI,110159,SANGRUR-110159
ACC001709,861,MAWANA,JLG35K,11414,31174,27709,2022-08-17 00:00:00,Fully Paid,Quarterly EMI,800018,MAWANA-800018
ACC001710,574,DHURI,JLG30K,28543,27185,34612,2016-11-09 00:00:00,Paid Off,Quarterly EMI,1030063,DHURI-1030063
ACC001711,433,MUKTSAR,JLG30K,12229,41031,6502,2016-06-10 00:00:00,Default,Monthly EMI,1110166,MUKTSAR-1110166
ACC001712,171,CHHATA,JLG30K,16278,6011,23461,2019-06-18 00:00:00,Paid Off,Quarterly EMI,910020,CHHATA-910020
ACC001713,88,CHHATA,JLG30K,46252,39017,14699,2018-08-20 00:00:00,Active,Quarterly EMI,910020,CHHATA-910020
ACC001714,393,ASANSOL,JLG30K,45760,13425,44994,2015-02-16 00:00:00,Paid Off,Quarterly EMI,690076,ASANSOL-690076
ACC001715,220,DURGAPUR,JLG35K,46426,37695,31728,2015-01-03 00:00:00,Fully Paid,Quarterly EMI,700013,DURGAPUR-700013
ACC001716,374,FATEHGARH SAHIB,JLG35K,13785,8175,8679,2019-02-02 00:00:00,Fully Paid,Quarterly EMI,120676,FATEHGARH SAHIB-120676
ACC001717,949,SANGRUR,JLG30K,40272,32436,13990,2022-05-17 00:00:00,Paid Off,Monthly EMI,110159,SANGRUR-110159
ACC001718,6,BUXAR,JLG35K,20818,46488,2629,2023-05-17 00:00:00,Paid Off,Quarterly EMI,710002,BUXAR-710002
ACC001719,308,DURGAPUR,JLG35K,43608,13804,26044,2017-10-03 00:00:00,Fully Paid,Quarterly EMI,700013,DURGAPUR-700013
ACC001720,32,FATEHGARH SAHIB,JLG46K,21333,10701,27812,2020-03-06 00:00:00,Active,Monthly EMI,120676,FATEHGARH SAHIB-120676
ACC001721,233,UJJAIN,JLG30K,16698,20979,39030,2020-10-23 00:00:00,Fully Paid,Monthly EMI,1510002,UJJAIN-1510002
ACC001722,923,Mathura,JLG30K,19724,43961,6032,2017-08-10 00:00:00,Active,Quarterly EMI,910182,Mathura-910182
ACC001723,327,MAWANA,JLG35K,14417,29420,27345,2022-09-13 00:00:00,Fully Paid,Monthly EMI,800018,MAWANA-800018
ACC001724,616,KAROND,JLG35,34336,9777,33168,2023-01-13 00:00:00,Active,Monthly EMI,1320004,KAROND-1320004
ACC001725,458,CHHAPRA,JLG46K,18839,32209,35638,2022-09-24 00:00:00,Paid Off,Quarterly EMI,380112,CHHAPRA-380112
ACC001726,860,DURGAPUR,JLG30K,15799,49075,36503,2018-08-25 00:00:00,Fully Paid,Quarterly EMI,700013,DURGAPUR-700013
ACC001727,155,MUKTSAR,JLG46K,10794,42387,36316,2021-05-07 00:00:00,Active,Monthly EMI,1110166,MUKTSAR-1110166
ACC001728,29,DURGAPUR,JLG30K,13658,47419,39834,2020-07-29 00:00:00,Default,Monthly EMI,700013,DURGAPUR-700013
ACC001729,96,BISWANATH CHARIALI,JLG35K,43223,39605,23634,2021-01-08 00:00:00,Paid Off,Monthly EMI,740048,BISWANATH CHARIALI-740048
ACC001730,922,Mangaldoi,JLG30K,37346,20953,42895,2023-11-15 00:00:00,Default,Monthly EMI,570241,Mangaldoi-570241
ACC001731,363,DHURI,JLG30K,13758,43250,15996,2018-12-23 00:00:00,Active,Quarterly EMI,1030063,DHURI-1030063
ACC001732,472,Mangaldoi,JLG30K,40496,28609,18321,2022-04-06 00:00:00,Fully Paid,Quarterly EMI,570241,Mangaldoi-570241
ACC001733,493,DHURI,JLG30K,40628,3500,24152,2021-08-22 00:00:00,Fully Paid,Monthly EMI,1030063,DHURI-1030063
ACC001734,468,Mathura,JLG35K,10093,49521,35710,2021-01-19 00:00:00,Default,Monthly EMI,910182,Mathura-910182
ACC001735,208,MUKTSAR,JLG46K,14587,48830,36706,2019-12-10 00:00:00,Paid Off,Quarterly EMI,1110166,MUKTSAR-1110166
ACC001736,88,DURGAPUR,JLG30K,38237,23632,44924,2019-01-01 00:00:00,Paid Off,Quarterly EMI,700013,DURGAPUR-700013
ACC001737,475,TEZPUR,JLG35K,13971,37780,40737,2023-05-04 00:00:00,Active,Monthly EMI,680026,TEZPUR-680026
ACC001738,795,SANGRUR,JLG30K,47999,4174,21469,2021-07-10 00:00:00,Default,Monthly EMI,110159,SANGRUR-110159
ACC001739,846,SANGRUR,JLG35K,44288,43888,42254,2022-12-18 00:00:00,Paid Off,Monthly EMI,110159,SANGRUR-110159
ACC001740,256,SIWAN,JLG30K,29704,41907,5882,2017-10-05 00:00:00,Default,Quarterly EMI,790102,SIWAN-790102
ACC001741,359,DHURI,JLG30K,26235,40656,12586,2020-07-01 00:00:00,Paid Off,Quarterly EMI,1030063,DHURI-1030063
ACC001742,67,BEHROR,JLG30K,36146,15962,20464,2018-09-03 00:00:00,Fully Paid,Quarterly EMI,30179,BEHROR-30179
ACC001743,150,MUKTSAR,JLG35K,29151,7494,44764,2020-12-24 00:00:00,Default,Quarterly EMI,1110166,MUKTSAR-1110166
ACC001744,255,MUKTSAR,JLG30K,2244,20606,25097,2022-11-18 00:00:00,Paid Off,Monthly EMI,1110166,MUKTSAR-1110166
ACC001745,216,Mathura,JLG35K,23298,30602,21102,2023-02-24 00:00:00,Paid Off,Quarterly EMI,910182,Mathura-910182
ACC001746,984,MAWANA,JLG35K,48883,35930,1504,2023-07-04 00:00:00,Paid Off,Monthly EMI,800018,MAWANA-800018
ACC001747,382,SANGRUR,JLG30K,13878,22206,36116,2020-01-23 00:00:00,Fully Paid,Monthly EMI,110159,SANGRUR-110159
ACC001748,201,MUKTSAR,JLG35K,18608,17574,40650,2016-04-10 00:00:00,Paid Off,Monthly EMI,1110166,MUKTSAR-1110166
ACC001749,859,DHURI,JLG50K,3098,5230,7907,2021-09-15 00:00:00,Fully Paid,Monthly EMI,1030063,DHURI-1030063
ACC001750,786,BEHROR,JLG30K,16724,30761,5072,2019-10-01 00:00:00,Fully Paid,Quarterly EMI,30179,BEHROR-30179
ACC001751,743,Mathura,JLG30K,27492,47175,17918,2015-03-26 00:00:00,Fully Paid,Quarterly EMI,910182,Mathura-910182
ACC001752,434,PALWAL,JLG30K,15448,39919,44615,2015-04-24 00:00:00,Fully Paid,Monthly EMI,20242,PALWAL-20242
ACC001753,830,SANGRUR,JLG35K,25016,24140,2223,2018-08-13 00:00:00,Paid Off,Quarterly EMI,110159,SANGRUR-110159
ACC001754,163,Bardhaman,JLG29K,15711,32748,44065,2020-08-24 00:00:00,Fully Paid,Quarterly EMI,610198,Bardhaman-610198
ACC001755,22,MAHASAMUND,JLG30K,43784,42786,44662,2020-07-21 00:00:00,Default,Quarterly EMI,250029,MAHASAMUND-250029
ACC001756,216,CHHATA,JLG45K,40902,45997,43828,2015-03-15 00:00:00,Fully Paid,Monthly EMI,910020,CHHATA-910020
ACC001757,959,MUKTSAR,JLG30K,48086,28916,2394,2022-11-28 00:00:00,Paid Off,Monthly EMI,1110166,MUKTSAR-1110166
ACC001758,449,MAWANA,JLG30K,7851,40957,35767,2023-12-16 00:00:00,Paid Off,Monthly EMI,800018,MAWANA-800018
ACC001759,726,MUKTSAR,JLG45K,13751,38302,37936,2016-11-28 00:00:00,Active,Quarterly EMI,1110166,MUKTSAR-1110166
ACC001760,737,MAWANA,JLG35K,18728,32271,18293,2020-06-20 00:00:00,Fully Paid,Monthly EMI,800018,MAWANA-800018
ACC001761,433,CUTTACK,JLG30K,37291,48327,13370,2015-08-18 00:00:00,Fully Paid,Quarterly EMI,630081,CUTTACK-630081
ACC001762,326,SANGRUR,JLG30K,22465,21241,42026,2022-10-17 00:00:00,Paid Off,Monthly EMI,110159,SANGRUR-110159
ACC001763,675,BEHROR,JLG35K,26673,18595,30914,2021-04-23 00:00:00,Paid Off,Quarterly EMI,30179,BEHROR-30179
ACC001764,132,MUKTSAR,JLG35K,10176,2087,3144,2021-11-14 00:00:00,Fully Paid,Quarterly EMI,1110166,MUKTSAR-1110166
ACC001765,403,BILASPUR,JLG35K,46828,32996,14952,2016-09-08 00:00:00,Fully Paid,Monthly EMI,240005,BILASPUR-240005
ACC001766,137,FATEHGARH SAHIB,JLG30K,19288,42969,34418,2018-11-13 00:00:00,Default,Monthly EMI,120676,FATEHGARH SAHIB-120676
ACC001767,933,Mathura,JLG30K,42177,29754,43115,2017-02-12 00:00:00,Active,Quarterly EMI,910182,Mathura-910182
ACC001768,784,SHAHDOL,JLG35K,19719,29408,30050,2017-07-11 00:00:00,Paid Off,Quarterly EMI,1550006,SHAHDOL-1550006
