Account ID,Total Pymnt,Total Pymnt inv,Total Rec Prncp,Total Fees,Total Rrec int,Is Delinquent Loan,Is Default Loan,Delinq 2 Yrs,Repayment Behavior
ACC001205,31305,3821,30514,32.07,1532.45,N,N,0,On-Time
ACC001206,17875,4805,17918,6.65,2162.12,N,N,2,On-Time
ACC001207,11105,47002,10116,13.89,1566.81,N,N,2,On-Time
ACC001208,13491,41169,11761,36.65,282.22,N,N,1,On-Time
ACC001209,32559,30305,30254,9.54,4963.64,N,N,0,Late
ACC001210,27779,26550,27493,32.25,489.27,N,N,1,On-Time
ACC001211,17915,18016,17778,4.3,4947.25,N,N,1,On-Time
ACC001212,4690,27002,3631,3.7,1837.22,N,N,2,On-Time
ACC001213,4175,19750,3887,26.17,4357.11,N,N,2,On-Time
ACC001214,38189,5764,37184,13.13,1325.26,N,N,0,On-Time
ACC001215,10764,29866,9360,17.35,2242.97,N,N,0,Late
ACC001216,37767,25875,35929,39.4,349.87,N,N,1,On-Time
ACC001217,42685,40706,41139,38.31,2449.49,N,N,2,On-Time
ACC001218,46375,29995,45473,20.25,3512.44,N,N,0,On-Time
ACC001219,11444,13518,10763,5.42,1334.09,Y,N,1,On-Time
ACC001220,31207,33523,31225,3.76,1041.65,N,N,1,On-Time
ACC001221,47495,44760,46397,24.34,3526.88,N,N,0,On-Time
ACC001222,36787,19029,36335,28.91,722.21,N,N,2,On-Time
ACC001223,40724,16685,40223,39.58,751.67,N,N,1,On-Time
ACC001224,16676,10298,16171,47.71,674.62,N,N,2,On-Time
ACC001225,5284,12899,3980,48.62,2906.87,N,N,2,Late
ACC001226,28346,3406,28293,8.82,4170.11,N,N,2,On-Time
ACC001227,36995,8745,35841,44.27,2462.33,N,N,1,On-Time
ACC001228,10233,16333,9559,3.19,2971.33,N,N,0,On-Time
ACC001229,31335,6516,30912,33.33,3712.56,N,Y,1,On-Time
ACC001230,34915,37659,34145,2.52,4331.65,N,N,1,On-Time
ACC001231,11610,47608,11575,38.63,438.08,N,N,1,On-Time
ACC001232,27378,1946,27463,36.92,3475.37,N,N,1,On-Time
ACC001233,40798,13380,38842,29.13,4805.46,N,N,1,Very Late
ACC001234,43899,49500,42984,14.4,4605.27,Y,N,1,On-Time
ACC001235,38321,40223,37159,24.18,4115.23,N,N,1,On-Time
ACC001236,13523,12957,13416,42.55,2214.51,N,N,0,On-Time
ACC001237,33730,50277,31880,26.78,4728.61,N,N,0,Late
ACC001238,28597,44740,27603,27.89,720.88,N,N,2,On-Time
ACC001239,3446,40256,2465,49.49,2633.02,N,N,1,Very Late
ACC001240,29430,18771,29190,47.11,1591.75,N,N,0,On-Time
ACC001241,26640,33575,25936,49.85,644.19,N,N,1,On-Time
ACC001242,4188,48875,1944,1.43,3649.87,Y,N,0,Late
ACC001243,35138,48746,35125,14.61,3252.41,N,N,0,On-Time
ACC001244,43672,20031,43287,4.4,1369.26,N,N,0,On-Time
ACC001245,12716,16871,11520,14.2,3223.39,N,N,0,On-Time
ACC001246,17759,28428,17284,7.58,4587.86,N,N,1,On-Time
ACC001247,16258,30397,14940,6.28,4597.5,N,N,2,Very Late
ACC001248,28180,41086,26882,2.82,2379.11,N,N,2,On-Time
ACC001249,49165,41035,46947,32.14,4698.99,N,N,0,Very Late
ACC001250,9560,34109,8280,48.34,2836.88,N,N,1,On-Time
ACC001251,34111,31536,33166,47.87,1761.49,N,N,0,Very Late
ACC001252,12698,8899,10604,36.11,4355.23,N,N,0,On-Time
ACC001253,37232,4657,35940,10.66,2228.19,N,N,2,On-Time
ACC001254,24584,16714,24407,31.05,1683.22,N,N,2,Very Late
ACC001255,42770,48947,41049,49.12,3072.15,N,N,0,On-Time
ACC001256,7766,45116,6538,2.5,3106.55,N,N,0,On-Time
ACC001257,41746,29672,40788,27.28,1922.71,N,N,0,On-Time
ACC001258,33514,24547,32857,23.26,2356.32,Y,N,0,On-Time
ACC001259,26529,3796,26518,15.13,1738.97,Y,N,2,Late
ACC001260,3193,22464,2493,1.03,590.87,N,N,0,On-Time
ACC001261,11662,18482,9859,29.44,212.69,N,N,1,On-Time
ACC001262,27017,49874,26337,32.3,859.33,N,N,0,On-Time
ACC001263,11776,34592,11165,15.57,3493.6,N,N,0,On-Time
ACC001264,21742,28142,19939,41.22,1173.5,N,N,0,On-Time
ACC001265,47036,17142,46975,19.62,4991.57,N,N,2,On-Time
ACC001266,8404,37143,8193,27.55,2621.01,N,N,2,On-Time
ACC001267,17005,46525,16528,36.85,4722.97,N,N,0,On-Time
ACC001268,1977,38841,2092,36.29,4263.92,N,N,0,On-Time
ACC001269,40505,24480,39746,9.32,614.66,N,N,0,On-Time
ACC001270,47788,18589,47710,4,3747.29,N,Y,1,Very Late
ACC001271,42659,6835,41832,18.63,2004.76,N,N,1,On-Time
ACC001272,18972,38707,18158,40.9,2528.44,N,N,1,On-Time
ACC001273,29445,22141,28899,31.47,2884.94,N,N,2,On-Time
ACC001274,18015,19055,16032,17.25,4966.73,N,N,2,On-Time
ACC001275,34833,19251,34735,44.02,245.06,N,N,1,On-Time
ACC001276,44481,23125,43970,8.21,2129.88,Y,N,1,Very Late
ACC001277,35055,9268,34647,34.6,2066.6,N,N,2,On-Time
ACC001278,22230,26992,21684,45.72,3784.39,N,N,2,On-Time
ACC001279,47754,16244,45535,35.53,1758.03,N,N,1,Late
ACC001280,42725,26650,41975,24.93,2102.01,N,N,2,Late
ACC001281,8452,5748,7878,15.49,2926.33,N,N,2,On-Time
ACC001282,12815,23711,11864,3.96,1928.8,N,N,0,On-Time
ACC001283,29312,5651,29087,6.22,2992.08,N,N,2,On-Time
ACC001284,16680,9160,16015,14.92,394.91,N,N,2,On-Time
ACC001285,49033,9503,46776,25.13,640.83,Y,N,2,Late
ACC001286,18559,4000,16583,12.3,856.95,N,N,0,Late
ACC001287,7207,15874,6932,19.55,1990.39,Y,N,1,On-Time
ACC001288,38402,15561,36333,26.08,4678.88,N,N,2,On-Time
ACC001289,17141,32057,16172,19.17,2934.16,N,N,0,On-Time
ACC001290,12063,43079,11721,48.18,1996.34,N,N,1,On-Time
ACC001291,22099,12432,21524,28.19,4540.89,N,N,0,Late
ACC001292,28837,7009,28716,16.47,4268,N,N,1,On-Time
ACC001293,30443,42153,28633,44.41,1511.93,Y,N,2,On-Time
ACC001294,10411,34905,9624,40.93,4740.96,N,N,2,On-Time
ACC001295,20194,28556,19557,39.8,3251.6,N,N,2,On-Time
ACC001296,39064,23317,36950,12.72,3945.19,N,N,2,On-Time
ACC001297,21917,13952,20337,26.7,3015.7,N,N,0,Late
ACC001298,28518,38781,26465,34.54,3756.16,N,N,2,On-Time
ACC001299,37873,8927,37547,34.46,914.32,N,N,2,On-Time
ACC001300,44994,3695,42745,41.34,1980.83,N,N,1,On-Time
ACC001301,23943,25088,23615,25.58,2434.55,N,N,0,On-Time
ACC001302,3687,11416,2860,0.16,1160.08,N,N,0,Late
ACC001303,34496,39438,33533,13.92,4594.92,N,N,2,Very Late
ACC001304,32017,36751,30449,44.03,138.04,Y,N,2,On-Time
ACC001305,36933,50036,36178,35.51,3444.08,N,N,1,On-Time
ACC001306,36309,29985,36361,23.89,3938.62,N,N,0,On-Time
ACC001307,11872,29837,10638,5.99,125.92,N,N,1,Late
ACC001308,44562,30008,43531,43.26,1440.33,N,N,2,On-Time
ACC001309,21550,43348,20049,24.01,2280.94,Y,N,1,On-Time
ACC001310,48028,36698,47598,36.53,4598.09,N,N,0,On-Time
ACC001311,4597,36204,4254,35.66,2072.58,N,N,0,On-Time
ACC001312,28390,13141,28474,32.11,418.19,N,N,2,On-Time
ACC001313,25873,27399,24751,46.41,3532.74,N,Y,0,On-Time
ACC001314,30941,42880,29282,7.28,3597.83,N,N,2,On-Time
ACC001315,18954,15760,18689,44.12,970.46,Y,N,0,Late
ACC001316,30436,45359,30638,23.74,4604.07,N,N,0,On-Time
ACC001317,12538,11289,10422,34.09,4556.74,N,N,2,On-Time
ACC001318,47618,47454,46837,2.96,852.65,N,N,1,On-Time
ACC001319,49482,19604,48530,5,3142.74,Y,N,0,On-Time
ACC001320,25986,40048,25130,7.27,4525.26,N,N,2,On-Time
ACC001321,3004,9453,1761,47.99,1333.3,N,N,0,On-Time
ACC001322,4866,38455,3599,38.26,3783.7,N,N,2,On-Time
ACC001323,34361,22825,33432,24.64,1659.44,N,N,0,Late
ACC001324,14561,33467,13589,32.15,848.23,N,N,1,Very Late
ACC001325,14992,45674,15120,1.97,1243.47,N,N,2,On-Time
ACC001326,6452,27871,5405,36.8,965.43,Y,N,0,Late
ACC001327,24773,44867,24066,29.26,313.02,N,N,1,On-Time
ACC001328,11585,24887,11519,3.07,1582.35,Y,Y,2,Very Late
ACC001329,11489,33042,9862,21.92,2905.89,N,N,2,On-Time
ACC001330,8587,16262,6696,35.09,363.13,N,N,0,On-Time
ACC001331,30867,24325,28645,14.1,4665.98,N,N,0,Late
ACC001332,21865,20160,21330,38.86,3799.65,N,N,1,On-Time
ACC001333,31624,42814,30663,9.6,2290.59,N,N,2,On-Time
ACC001334,9368,38052,7623,14.31,715.6,N,N,2,On-Time
ACC001335,7241,34731,6820,46.01,3042.34,N,N,1,On-Time
ACC001336,30818,40630,29694,34.67,3299.44,N,N,2,Late
ACC001337,43689,17649,42688,4.12,3986.4,N,N,0,On-Time
ACC001338,4864,7058,4796,13.38,345.62,N,N,1,On-Time
ACC001339,2663,32855,2996,17.47,983.89,N,N,0,Late
ACC001340,40004,28913,38254,0.4,3897.74,N,N,2,On-Time
ACC001341,32108,11469,31330,25.02,4360.2,N,N,2,On-Time
ACC001342,29088,41897,28963,16.92,1627.58,N,N,1,Late
ACC001343,7699,45243,6932,5.09,1813.13,N,Y,1,On-Time
ACC001344,27753,23269,26738,30.31,2121.31,N,N,2,On-Time
ACC001345,46259,13337,45530,2.64,827.19,N,N,1,On-Time
ACC001346,26063,5863,24694,44.44,3465.92,N,N,2,Late
ACC001347,8944,32080,6882,32.06,2381.11,N,N,1,Late
ACC001348,21661,46341,20226,45.32,4040.98,N,N,2,Late
ACC001349,48691,5338,46841,46.46,4815.86,N,N,1,Very Late
ACC001350,22962,6617,21746,39.34,4319.39,N,N,1,Late
ACC001351,7357,33340,6909,16.82,2295.18,N,Y,0,On-Time
ACC001352,43916,47656,42129,42.31,463.8,N,N,1,On-Time
ACC001353,15508,19547,14119,39.86,2815.8,N,N,1,Late
ACC001354,10052,38971,9536,19.06,4830.38,N,N,2,Late
ACC001355,37709,27569,37468,38.33,675.18,N,N,2,On-Time
ACC001356,29222,7539,28714,48.36,4905.76,N,N,1,On-Time
ACC001357,49758,38925,48477,33.09,513.5,N,N,2,On-Time
ACC001358,27219,16828,26324,29.02,360.59,N,N,2,On-Time
ACC001359,39811,31098,38977,30.78,1198.24,N,N,2,Late
ACC001360,9215,29699,8897,5.25,4520.77,N,N,0,On-Time
ACC001361,30880,28656,30690,8.64,3707.48,Y,N,0,On-Time
ACC001362,5177,33730,2781,17.34,3700.24,Y,N,2,On-Time
ACC001363,20522,9107,18578,41.53,1029.02,N,N,1,On-Time
ACC001364,6785,3452,6561,46.53,2953.1,N,N,1,On-Time
ACC001365,27748,49289,25888,28.58,2932.86,N,N,0,Late
ACC001366,44001,42674,43861,34.67,4916.77,N,N,1,On-Time
ACC001367,21000,26218,19690,17.69,4815.39,N,N,0,On-Time
ACC001368,39057,45758,38940,31.59,3745.12,N,N,0,On-Time
ACC001369,15948,9579,14714,11.36,3082.21,N,N,0,Very Late
ACC001370,30359,5851,30146,12.13,4351.86,N,N,0,On-Time
ACC001371,48124,32853,47512,39.23,1248,N,N,0,Late
ACC001372,5433,38183,5228,43.96,831.13,N,N,0,On-Time
ACC001373,17094,34830,15508,26.77,147.58,N,N,0,Very Late
ACC001374,21430,34119,20224,23.66,343.55,N,Y,1,Late
ACC001375,11902,30959,11969,49.45,2815.35,N,N,2,On-Time
ACC001376,18740,27392,16854,46.23,4201.37,N,N,2,On-Time
ACC001377,20590,46178,19316,33.2,2469.15,N,N,1,On-Time
ACC001378,15634,36789,15156,34.21,756.75,N,N,2,On-Time
ACC001379,38863,37782,36994,42.5,1775.48,N,N,1,Late
ACC001380,45337,45105,44332,24.06,1532.01,N,N,2,On-Time
ACC001381,12526,24869,12069,17.89,2704.62,N,N,1,On-Time
ACC001382,49097,48139,48001,29.29,739.31,N,N,2,On-Time
ACC001383,47936,38986,47327,13.3,649.57,N,N,2,On-Time
ACC001384,38428,31898,36458,20.5,1812.48,N,N,1,On-Time
ACC001385,39982,39605,38454,39.71,1631.69,N,N,0,Late
ACC001386,31567,14326,30060,5.53,1160.52,N,N,1,On-Time
ACC001387,18655,45403,17028,41.53,4490.68,Y,N,1,Late
ACC001388,12416,21631,10757,14.04,2548.6,N,N,0,Very Late
ACC001389,8837,43034,8582,5.02,1405.59,N,N,0,Late
ACC001390,9444,3533,8172,9.14,2035.97,N,N,1,Late
ACC001391,18083,25330,17154,0.62,2412.12,Y,N,2,Very Late
ACC001392,5321,11834,4563,49.7,689.05,N,N,0,Late
ACC001393,2708,22838,1864,10.83,2361.6,N,N,0,Late
ACC001394,35043,38730,32949,37.01,1779.57,N,N,1,On-Time
ACC001395,8701,3374,7832,5.27,4729.49,N,N,2,On-Time
ACC001396,2814,8648,2586,5.78,1209.59,N,N,1,On-Time
ACC001397,17416,12390,15949,23.21,1701.23,N,N,1,Late
ACC001398,27270,34556,27190,0.79,4607.38,N,N,2,On-Time
ACC001399,18407,36544,17779,21.76,1115.71,N,N,1,On-Time
ACC001400,39360,12344,39105,37.48,3479.32,N,N,1,On-Time
ACC001401,32764,46821,30663,33.7,1127.18,N,N,2,On-Time
ACC001402,28992,34329,29030,27.75,1882.33,N,N,2,On-Time
ACC001403,41098,27854,41249,44.43,4700.28,N,Y,2,On-Time
ACC001404,47354,18782,45582,15.2,2309.32,N,N,1,Very Late
ACC001405,32234,10086,29863,42.31,2908.36,N,N,0,Late
ACC001406,35524,41722,33324,16.9,690.31,N,N,2,On-Time
ACC001407,35825,4275,35940,29.54,4779.2,Y,N,1,Late
ACC001408,7381,3043,5458,10.03,2350.14,N,N,0,On-Time
ACC001409,11991,14490,10861,28.13,2967.58,N,N,2,On-Time
ACC001410,29489,40558,27698,34.16,2417.21,N,N,2,Late
ACC001411,2529,42879,2227,18.46,2679.42,N,N,0,Very Late
ACC001412,21369,10691,19835,26.73,3438.48,N,N,1,On-Time
ACC001413,39274,46012,38830,41.69,3067.26,N,N,1,On-Time
ACC001414,26518,7122,25477,35.36,4722.83,N,N,2,Late
ACC001415,38409,40408,37629,4.21,2959.73,N,N,2,Very Late
ACC001416,47433,30249,45925,1.68,4475.13,N,N,0,On-Time
ACC001417,18141,40044,17502,35.87,3031.9,N,N,2,On-Time
ACC001418,33295,27986,33347,40.24,4074.08,N,Y,2,On-Time
ACC001419,11196,7791,10922,11.81,1260.03,N,N,0,On-Time
ACC001420,48253,4963,47855,6.69,1725.57,N,N,0,Very Late
ACC001421,39912,22625,38821,3.62,4289.43,N,N,1,Late
ACC001422,45962,30217,44611,45.09,1870,N,N,1,On-Time
ACC001423,11858,16595,10977,25.54,4172.32,N,N,2,On-Time
ACC001424,18638,14569,18789,43.14,1486.81,N,N,0,On-Time
ACC001425,11806,14230,9460,44.27,4386.19,N,N,0,Very Late
ACC001426,17882,14164,18261,4.47,2109.79,N,N,2,Late
ACC001427,7371,15557,6985,10.98,1353.38,N,N,2,On-Time
ACC001428,10223,17569,9747,11.31,278.24,N,N,2,Late
ACC001429,19045,40622,17839,4.44,303.4,N,N,2,On-Time
ACC001430,23943,2944,22367,21.7,3185.03,N,N,2,On-Time
ACC001431,17934,47959,17436,7.18,3107.38,N,N,1,On-Time
ACC001432,24376,49737,23270,40.18,1604.24,N,N,2,On-Time
ACC001433,47721,22011,45807,37.51,262.23,N,N,2,On-Time
ACC001434,35359,11980,34418,6.34,4380.52,N,N,2,Late
ACC001435,9092,34825,7170,36.83,238.26,Y,N,1,Very Late
ACC001436,31290,16663,31218,45.49,819.71,N,N,0,On-Time
ACC001437,27829,23827,26997,15.74,1848.4,N,N,0,On-Time
ACC001438,27493,17831,27096,25.58,4976.99,N,N,2,On-Time
ACC001439,35642,14612,35378,15.94,2028.75,N,Y,0,On-Time
ACC001440,45064,6998,44098,47.85,3379.46,N,N,1,On-Time
ACC001441,31798,28718,29522,30.35,3434.23,N,N,2,On-Time
ACC001442,14835,9129,15167,5.9,1803.45,Y,N,1,Late
ACC001443,40713,28033,40102,10.82,1327.59,N,N,1,On-Time
ACC001444,32827,6866,32157,3.04,4601.75,Y,N,0,On-Time
ACC001445,13863,45528,13266,4.35,3410.84,N,N,2,Late
ACC001446,32048,17927,31214,45.94,1412.55,N,N,0,Late
ACC001447,28028,43834,26383,32.36,4871.33,N,N,1,On-Time
ACC001448,8820,44808,7805,38.03,2778.78,N,N,2,On-Time
ACC001449,19669,3104,18360,49.24,1962.02,N,N,2,On-Time
ACC001450,45292,39357,45278,33.84,3162.95,N,N,2,On-Time
ACC001451,21120,32378,19633,7.75,2869.51,Y,N,2,On-Time
ACC001452,48080,5098,47415,9.84,2572.89,N,N,2,On-Time
ACC001453,31021,7932,31342,44.63,1519.42,N,N,0,On-Time
ACC001454,49555,43707,48210,18.66,2969.99,N,N,2,On-Time
ACC001455,4438,50759,3675,44.31,550.2,N,N,1,On-Time
ACC001456,14221,38839,14015,38.12,1140.16,Y,N,0,Very Late
ACC001457,31155,28960,28967,42.76,2771.3,N,N,2,On-Time
ACC001458,22666,8729,21066,7.09,1037.04,N,N,0,Late
ACC001459,32527,17586,30433,43.45,997.2,N,N,0,On-Time
ACC001460,22101,28382,22518,31.6,3321.79,Y,N,0,On-Time
ACC001461,41243,18187,40482,32.94,3283.84,N,N,1,Late
ACC001462,41941,48237,40217,24.54,895.82,N,N,2,Late
ACC001463,31467,35207,29767,32.18,3718.67,N,N,1,On-Time
ACC001464,15206,42887,14511,9.11,3587.5,N,N,0,Late
ACC001465,40270,17815,39224,48.17,3671.02,N,Y,2,Very Late
ACC001466,42214,49340,40444,10.28,4853.43,N,N,2,On-Time
ACC001467,8187,20560,6920,29.94,2406.45,N,N,0,On-Time
ACC001468,28900,45869,28081,48.76,2040.36,N,N,2,Late
ACC001469,9260,17086,7949,18.96,1453.45,N,N,1,On-Time
ACC001470,19875,18956,18878,7.97,445.58,N,N,0,On-Time
ACC001471,29580,15459,28958,47.36,1685.06,N,N,2,On-Time
ACC001472,4988,21393,3364,6.89,506.98,N,Y,0,On-Time
ACC001473,33487,35782,33145,34.7,3551.54,N,N,0,On-Time
ACC001474,42084,40461,41993,28.62,2275.21,N,N,0,On-Time
ACC001475,36195,14616,34113,25.57,4901.78,N,N,1,Late
ACC001476,31572,32800,30080,15.5,3305.22,N,N,0,On-Time
ACC001477,21188,2213,20936,6.14,3757.1,N,N,0,Late
ACC001478,26374,36762,25793,25.35,1928.49,N,N,2,Late
ACC001479,43342,7275,42835,26.29,3422,Y,N,0,On-Time
ACC001480,7650,34380,7219,42.13,4181.22,N,N,1,On-Time
ACC001481,11711,48098,9799,45.16,1850.19,N,N,0,On-Time
ACC001482,49816,13130,48697,27.61,3344.95,Y,N,0,Late
ACC001483,25758,11283,23952,16.64,2484.74,N,N,2,On-Time
ACC001484,42505,49448,42018,21.76,2950.26,Y,N,2,Very Late
ACC001485,9077,26873,9383,1.62,1727.62,N,N,0,Late
ACC001486,33074,45584,31450,22.3,3999.71,N,N,1,On-Time
ACC001487,46534,49662,45558,44.74,531.43,N,N,0,On-Time
ACC001488,46547,22603,45441,21.25,4910.56,N,N,0,Late
ACC001489,31194,24503,30976,32.41,3908.16,N,N,2,Late
ACC001490,35975,45812,34922,1.79,560.48,N,N,0,Late
ACC001491,29137,7942,27238,38.65,3636.55,N,N,0,On-Time
ACC001492,8856,20874,7801,28.69,2390.6,N,N,1,On-Time
ACC001493,24457,30182,22804,45.9,4030.2,N,N,1,On-Time
ACC001494,2881,20008,1910,35.36,1705.3,N,N,0,On-Time
ACC001495,24899,25773,25105,35.93,1892.33,Y,N,0,On-Time
ACC001496,41390,20693,39870,9.05,740.82,N,N,1,On-Time
ACC001497,5067,41164,4495,36.45,4618.9,N,N,0,On-Time
ACC001498,17693,14337,15320,31.2,1026.38,N,N,2,Late
ACC001499,14049,34785,12331,7.13,2363.16,N,Y,1,Late
ACC001500,35041,27003,34689,39.94,3583.05,N,N,2,On-Time
ACC001501,30526,19118,29214,39.36,133.26,N,N,2,Late
ACC001502,21592,50839,20973,24.74,257.58,N,N,2,On-Time
ACC001503,44518,46434,43040,29.63,279.09,Y,N,1,On-Time
ACC001504,15912,42530,14676,5.17,242.33,N,N,0,On-Time
ACC001505,1731,4971,2151,16.69,2233.91,N,N,1,On-Time
ACC001506,46031,38613,44557,44.32,1363.92,N,N,0,Very Late
ACC001507,37935,21744,38142,38.37,901.52,N,N,2,On-Time
ACC001508,17540,37739,17163,44.96,4080.05,N,N,1,On-Time
ACC001509,27902,10608,26932,23.73,518.94,N,N,1,On-Time
ACC001510,44172,38129,42442,30.98,2681.56,N,N,0,On-Time
ACC001511,18634,2007,19059,15.67,4698.77,N,N,1,Late
ACC001512,4501,40851,2652,35.32,1777.32,Y,N,2,On-Time
ACC001513,35334,24003,34459,41.44,4094.3,N,N,1,On-Time
ACC001514,46198,11200,45645,28.76,156.7,N,Y,1,On-Time
ACC001515,32163,23522,30531,49.18,1404.82,N,Y,0,On-Time
ACC001516,8540,22929,8048,22.23,402.23,N,N,2,Late
ACC001517,29493,4147,29933,0.47,2576.44,N,Y,0,On-Time
ACC001518,19808,22960,19602,8.22,4736.72,N,N,0,Very Late
ACC001519,45034,21620,44994,7.21,1668.61,N,N,2,On-Time
ACC001520,50000,42291,48093,45.3,4054.79,N,N,2,On-Time
ACC001521,46363,46570,45974,18.04,2659.29,N,N,1,Late
ACC001522,38325,34390,37875,11.57,1505.93,N,N,0,Very Late
ACC001523,21666,47655,21405,32.46,2209.23,N,N,0,On-Time
ACC001524,45778,26087,45875,9.85,546.12,N,N,2,On-Time
ACC001525,37436,15300,37715,38.66,339.73,N,N,2,Late
ACC001526,6788,6798,4958,7.9,3477.73,N,N,2,On-Time
ACC001527,43291,12758,42820,30.75,1172.97,N,N,0,On-Time
ACC001528,34338,19688,34123,16.48,3673.34,N,N,0,Late
ACC001529,24194,22730,23248,45.65,2346.85,N,N,1,On-Time
ACC001530,32711,20105,31850,17.34,177.09,N,N,1,Very Late
ACC001531,12261,41342,11376,3.77,647.06,N,N,2,Late
ACC001532,25731,36828,24742,42.47,1670.9,N,N,0,On-Time
ACC001533,51146,30967,49534,49.53,799.02,N,N,1,Very Late
ACC001534,48139,23312,48108,7.56,4423.58,N,N,2,Very Late
ACC001535,41133,30751,40326,13.08,4297.8,N,N,2,On-Time
ACC001536,48209,36082,47193,8.81,1098.19,N,N,2,On-Time
ACC001537,49211,16482,48745,44.65,4864.15,N,N,0,On-Time
ACC001538,10763,6897,9439,39.2,1463.37,N,N,2,On-Time
ACC001539,34615,8831,34021,14.05,4993.52,N,N,1,On-Time
ACC001540,10795,21832,10947,36.38,4847.41,N,N,0,On-Time
ACC001541,13394,50463,12872,3.03,211.12,N,N,1,Late
ACC001542,21585,14535,20651,25.29,3941.3,N,N,1,On-Time
ACC001543,46516,44675,44565,9.37,3066.57,N,N,2,On-Time
ACC001544,23091,26018,23402,18.43,136.48,N,Y,0,Late
ACC001545,31335,45362,30596,0.63,4736.66,N,N,1,Late
ACC001546,40123,20218,38464,19.66,1514.82,N,N,2,On-Time
ACC001547,31016,18994,28629,45.92,1409.23,N,N,0,On-Time
ACC001548,23581,5483,22502,43.79,4733.76,N,N,2,On-Time
ACC001549,46467,40384,45735,31.1,2925.87,N,N,1,On-Time
ACC001550,33306,14711,33596,16.29,2348.7,N,N,0,On-Time
ACC001551,42991,26058,42609,15.92,3485.07,N,N,0,On-Time
ACC001552,36266,13218,35703,43.71,4709.8,N,N,0,Very Late
ACC001553,18310,12462,16434,29.26,251.94,N,N,0,Very Late
ACC001554,2748,4500,2808,28.78,1338.4,N,N,1,Very Late
ACC001555,20547,30714,20535,8.28,1478.81,N,N,2,On-Time
ACC001556,15231,37960,13041,7.04,1669.86,N,N,2,On-Time
ACC001557,43231,49616,41906,45.67,3973.51,N,N,2,On-Time
ACC001558,13791,8226,12098,25.96,4027.66,N,N,1,On-Time
ACC001559,4256,40524,4419,12.66,3022.33,Y,N,2,Late
ACC001560,40054,39664,39903,47.74,3758.56,N,N,0,On-Time
ACC001561,9998,49475,8978,32.36,2346.82,N,N,1,On-Time
ACC001562,7831,4115,7008,48.71,3222.58,N,N,1,On-Time
ACC001563,13133,31372,12642,3.26,1622.79,N,N,1,On-Time
ACC001564,34756,18328,33165,18.68,3535.36,N,N,2,On-Time
ACC001565,49575,10152,47998,9.97,2623.43,N,N,2,On-Time
ACC001566,49907,8172,49612,8.78,789.82,N,N,0,On-Time
ACC001567,10705,20495,9184,21.4,1118.58,N,N,1,On-Time
ACC001568,14443,8658,13314,17.69,2866.27,N,N,2,On-Time
ACC001569,19520,33598,19564,0.66,1481.58,N,N,2,On-Time
ACC001570,27849,13092,28152,49.56,813.43,N,N,1,On-Time
ACC001571,32761,24794,32269,45.36,1634.21,Y,N,1,On-Time
ACC001572,5830,32200,3918,4.99,4027.15,N,N,0,Very Late
ACC001573,12883,5457,12332,42.32,4834.32,N,N,2,On-Time
ACC001574,35740,20746,33685,29.51,380.28,N,N,1,On-Time
ACC001575,5331,41326,3205,24.16,2992.55,N,N,0,Very Late
ACC001576,30805,46012,29750,9.05,1121.23,N,N,2,On-Time
ACC001577,8449,49843,7908,41.31,520.75,N,Y,1,Very Late
ACC001578,23725,4309,21408,42.01,2391.17,N,N,2,On-Time
ACC001579,20883,42474,20697,45.35,2042.7,N,N,0,On-Time
ACC001580,27632,15623,27519,34.61,4827.3,N,N,2,On-Time
ACC001581,34304,37023,32924,39.3,2353.28,N,N,1,On-Time
ACC001582,14466,13159,13906,25.94,409.01,N,N,1,Late
ACC001583,10025,19994,10104,11.24,2452.71,N,N,1,Late
ACC001584,47870,14005,46659,7.39,239.41,N,N,0,Late
ACC001585,9147,33943,7645,44.82,3438.55,N,N,2,On-Time
ACC001586,22032,24092,20768,4.79,1076.88,N,N,1,Late
ACC001587,12073,44439,11833,28.67,1692.96,N,N,0,On-Time
ACC001588,30096,44617,28164,35.09,4896.36,N,N,0,On-Time
ACC001589,38439,45276,38006,34.83,311.67,N,N,1,Late
ACC001590,13407,43910,11789,8.87,2093.62,N,N,0,On-Time
ACC001591,19296,10072,17968,33.74,3951.07,N,N,1,On-Time
ACC001592,43585,44099,41555,41.49,2247.88,N,N,0,On-Time
ACC001593,46445,29104,44535,17,913.54,N,N,1,On-Time
ACC001594,40108,41621,38429,23.02,2273.65,N,N,2,On-Time
ACC001595,22383,22872,20608,10.89,1778.26,N,N,1,Late
ACC001596,20267,15835,18527,14.13,1983.54,N,N,2,Late
ACC001597,26193,48946,25626,25.04,2179.31,N,N,1,On-Time
ACC001598,41220,43677,39915,40.7,2716.71,N,N,0,Very Late
ACC001599,47823,21949,47764,25.26,4645.42,N,N,2,On-Time
ACC001600,18056,28180,16379,9.52,730.87,N,N,1,On-Time
ACC001601,46936,31064,47075,45.17,1750.66,N,N,2,On-Time
ACC001602,16125,8411,14037,8.03,1788.82,N,N,2,On-Time
ACC001603,38880,15263,36858,22.92,3711.89,Y,N,1,Late
ACC001604,30882,32024,30378,21.98,2340.86,N,N,2,Late
ACC001605,44629,11390,43022,5.4,3436.33,N,N,0,On-Time
ACC001606,14867,9883,13932,14.23,3353.62,N,N,0,Very Late
ACC001607,45628,11359,43406,40.06,903.7,N,N,0,On-Time
